folio,locus_id,descriptor,prefix,subtype,locus_key,clock,normalized_word,has_uncertain_reading,quire,hand,illustration,currier_language
f72v2,16,&Lz,&,z,"f72v2.16,&Lz",08:00,okeoldy,False,K,4,Z,
f72v2,17,&Lz,&,z,"f72v2.17,&Lz",08:30,ykeeor,False,K,4,Z,
f72v2,18,&Lz,&,z,"f72v2.18,&Lz",09:00,opaiinam,True,K,4,Z,
f72v2,19,&Lz,&,z,"f72v2.19,&Lz",09:30,cheoldy,False,K,4,Z,
f72v2,21,@Lz,@,z,"f72v2.21,@Lz",10:30,okaiin,True,K,4,Z,
f72v2,22,&Lz,&,z,"f72v2.22,&Lz",11:30,ockhol,False,K,4,Z,
f72v2,23,&Lz,&,z,"f72v2.23,&Lz",00:30,oeedy,False,K,4,Z,
f72v2,24,&Lz,&,z,"f72v2.24,&Lz",01:00,opalg,False,K,4,Z,
f72v2,25,&Lz,&,z,"f72v2.25,&Lz",02:00,okeeom,False,K,4,Z,
f72v2,26,&Lz,&,z,"f72v2.26,&Lz",03:00,olkar,False,K,4,Z,
f72v2,27,&Lz,&,z,"f72v2.27,&Lz",04:00,oeedaly,False,K,4,Z,
f72v2,28,&Lz,&,z,"f72v2.28,&Lz",05:00,cheosy,False,K,4,Z,
f72v2,29,&Lz,&,z,"f72v2.29,&Lz",06:30,ofcheay,False,K,4,Z,
f72v2,30,&Lz,&,z,"f72v2.30,&Lz",07:30,yteedy,False,K,4,Z,
f72v2,31,&Lz,&,z,"f72v2.31,&Lz",08:30,onaiin,True,K,4,Z,
f72v2,32,&Lz,&,z,"f72v2.32,&Lz",09:30,okeorar,False,K,4,Z,
f72v1,2,@Lz,@,z,"f72v1.2,@Lz",08:45,oeeoty,False,K,4,Z,
f72v1,3,&Lz,&,z,"f72v1.3,&Lz",09:30,octhy,False,K,4,Z,
f72v1,4,&Lz,&,z,"f72v1.4,&Lz",10:00,oteoly,False,K,4,Z,
f72v1,5,&Lz,&,z,"f72v1.5,&Lz",10:30,okeoly,False,K,4,Z,
f72v1,6,&Lz,&,z,"f72v1.6,&Lz",11:00,oeees,False,K,4,Z,
f72v1,7,&Lz,&,z,"f72v1.7,&Lz",11:30,o{cfh'h}y,False,K,4,Z,
f72v1,8,&Lz,&,z,"f72v1.8,&Lz",01:45,oees,False,K,4,Z,
f72v1,9,&Lz,&,z,"f72v1.9,&Lz",01:00,okeeoly,False,K,4,Z,
f72v1,10,&Lz,&,z,"f72v1.10,&Lz",01:30,odal,False,K,4,Z,
f72v1,11,&Lz,&,z,"f72v1.11,&Lz",02:00,aiinod,False,K,4,Z,
f72v1,12,&Lz,&,z,"f72v1.12,&Lz",02:45,od?dy,True,K,4,Z,
f72v1,13,&Lz,&,z,"f72v1.13,&Lz",03:15,oteod,False,K,4,Z,
f72v1,14,&Lz,&,z,"f72v1.14,&Lz",03:45,yteod,False,K,4,Z,
f72v1,15,&Lz,&,z,"f72v1.15,&Lz",04:30,ok?ody,True,K,4,Z,
f72v1,16,&Lz,&,z,"f72v1.16,&Lz",05:00,okal,False,K,4,Z,
f72v1,17,&Lz,&,z,"f72v1.17,&Lz",05:30,ytaly,False,K,4,Z,
f72v1,18,&Lz,&,z,"f72v1.18,&Lz",06:00,oeeeos,False,K,4,Z,
f72v1,19,&Lz,&,z,"f72v1.19,&Lz",06:30,oteofy,False,K,4,Z,
f72v1,20,&Lz,&,z,"f72v1.20,&Lz",07:30,cheoepy,False,K,4,Z,
f72v1,21,&Lz,&,z,"f72v1.21,&Lz",08:00,ykeedy,False,K,4,Z,
f72v1,23,@Lz,@,z,"f72v1.23,@Lz",08:45,oeeoly,False,K,4,Z,
f72v1,24,&Lz,&,z,"f72v1.24,&Lz",10:00,okydy,False,K,4,Z,
f72v1,25,&Lz,&,z,"f72v1.25,&Lz",11:30,okeey,False,K,4,Z,
f72v1,26,&Lz,&,z,"f72v1.26,&Lz",00:00,oiiny,False,K,4,Z,
f72v1,27,&Lz,&,z,"f72v1.27,&Lz",01:00,oeey,False,K,4,Z,
f72v1,28,&Lz,&,z,"f72v1.28,&Lz",03:00,okedy,False,K,4,Z,
f72v1,29,&Lz,&,z,"f72v1.29,&Lz",04:30,ypaim,False,K,4,Z,
f72v1,30,&Lz,&,z,"f72v1.30,&Lz",05:30,okalair,False,K,4,Z,
f72v1,31,&Lz,&,z,"f72v1.31,&Lz",06:30,oeeody,False,K,4,Z,
f72v1,32,&Lz,&,z,"f72v1.32,&Lz",07:30,okeol,False,K,4,Z,
f73r,1,@Lz,@,z,"f73r.1,@Lz",11:15,otaly,False,L,4,Z,
f73r,2,&Lz,&,z,"f73r.2,&Lz",11:45,chockhy,False,L,4,Z,
f73r,3,&Lz,&,z,"f73r.3,&Lz",00:30,otedy,False,L,4,Z,
f73r,4,&Lz,&,z,"f73r.4,&Lz",01:00,yteeody,False,L,4,Z,
f73r,6,@Lz,@,z,"f73r.6,@Lz",11:00,otaly,False,L,4,Z,
f73r,7,&Lz,&,z,"f73r.7,&Lz",11:30,okeody,False,L,4,Z,
f73r,8,&Lz,&,z,"f73r.8,&Lz",00:00,oteedyl,False,L,4,Z,
f73r,9,&Lz,&,z,"f73r.9,&Lz",00:30,ykeedy,True,L,4,Z,
f73r,10,&Lz,&,z,"f73r.10,&Lz",01:00,okeey,False,L,4,Z,
f73r,11,&Lz,&,z,"f73r.11,&Lz",02:00,okeedy,False,L,4,Z,
f73r,12,&Lz,&,z,"f73r.12,&Lz",02:30,ykeeory,False,L,4,Z,
f73r,13,&Lz,&,z,"f73r.13,&Lz",03:30,oteeosy,False,L,4,Z,
f73r,14,&Lz,&,z,"f73r.14,&Lz",04:30,shekal,False,L,4,Z,
f73r,15,&Lz,&,z,"f73r.15,&Lz",05:30,oteedyy,False,L,4,Z,
f73r,16,&Lz,&,z,"f73r.16,&Lz",06:30,okedal,True,L,4,Z,
f73r,17,&Lz,&,z,"f73r.17,&Lz",07:00,chdy,False,L,4,Z,
f73r,18,&Lz,&,z,"f73r.18,&Lz",08:00,dalshey,False,L,4,Z,
f73r,19,&Lz,&,z,"f73r.19,&Lz",08:45,opaiin,False,L,4,Z,
f73r,20,&Lz,&,z,"f73r.20,&Lz",09:30,okeos,False,L,4,Z,
f73r,21,&Lz,&,z,"f73r.21,&Lz",10:00,otey,False,L,4,Z,
f73r,23,@Lz,@,z,"f73r.23,@Lz",11:30,okary,False,L,4,Z,
f73r,24,&Lz,&,z,"f73r.24,&Lz",01:00,okeeody,False,L,4,Z,
f73r,25,&Lz,&,z,"f73r.25,&Lz",02:00,oyteedy,False,L,4,Z,
f73r,26,&Lz,&,z,"f73r.26,&Lz",03:00,oky,False,L,4,Z,
f73r,27,&Lz,&,z,"f73r.27,&Lz",04:30,chefy,False,L,4,Z,
f73r,28,&Lz,&,z,"f73r.28,&Lz",06:00,otal,False,L,4,Z,
f73r,29,&Lz,&,z,"f73r.29,&Lz",07:00,chek,False,L,4,Z,
f73r,30,&Lz,&,z,"f73r.30,&Lz",08:30,ar,False,L,4,Z,
f73r,31,&Lz,&,z,"f73r.31,&Lz",09:30,kar,False,L,4,Z,
f73r,32,&Lz,&,z,"f73r.32,&Lz",10:30,okeeos,False,L,4,Z,
f73v,1,@Lz,@,z,"f73v.1,@Lz",11:00,okol,False,L,4,Z,
f73v,2,&Lz,&,z,"f73v.2,&Lz",11:45,oteody,False,L,4,Z,
f73v,3,&Lz,&,z,"f73v.3,&Lz",00:30,oteedy,False,L,4,Z,
f73v,4,&Lz,&,z,"f73v.4,&Lz",01:00,eeeody,False,L,4,Z,
f73v,6,@Lz,@,z,"f73v.6,@Lz",10:00,okeody,False,L,4,Z,
f73v,7,&Lz,&,z,"f73v.7,&Lz",10:30,sheol,False,L,4,Z,
f73v,8,&Lz,&,z,"f73v.8,&Lz",11:30,odees,False,L,4,Z,
f73v,9,&Lz,&,z,"f73v.9,&Lz",00:00,eery,True,L,4,Z,
f73v,10,&Lz,&,z,"f73v.10,&Lz",01:00,okeor,False,L,4,Z,
f73v,11,&Lz,&,z,"f73v.11,&Lz",01:30,ofals,False,L,4,Z,
f73v,12,&Lz,&,z,"f73v.12,&Lz",02:00,ykeody,False,L,4,Z,
f73v,13,&Lz,&,z,"f73v.13,&Lz",03:00,oteody,False,L,4,Z,
f73v,14,&Lz,&,z,"f73v.14,&Lz",03:30,ypaiin,False,L,4,Z,
f73v,15,&Lz,&,z,"f73v.15,&Lz",04:00,yfaiin y,False,L,4,Z,
f73v,16,&Lz,&,z,"f73v.16,&Lz",05:00,ofcheesy,False,L,4,Z,
f73v,17,&Lz,&,z,"f73v.17,&Lz",06:00,oraiiny,False,L,4,Z,
f73v,18,&Lz,&,z,"f73v.18,&Lz",07:00,ykeeody,False,L,4,Z,
f73v,19,&Lz,&,z,"f73v.19,&Lz",07:30,okeos,False,L,4,Z,
f73v,20,&Lz,&,z,"f73v.20,&Lz",08:30,ykeear,False,L,4,Z,
f73v,21,&Lz,&,z,"f73v.21,&Lz",09:00,qokeoly,False,L,4,Z,
f73v,23,@Lz,@,z,"f73v.23,@Lz",09:30,otedy,False,L,4,Z,
f73v,24,&Lz,&,z,"f73v.24,&Lz",11:00,eeed,False,L,4,Z,
f73v,25,&Lz,&,z,"f73v.25,&Lz",01:00,oky,False,L,4,Z,
f73v,26,&Lz,&,z,"f73v.26,&Lz",02:00,oia?,True,L,4,Z,
f73v,27,&Lz,&,z,"f73v.27,&Lz",02:30,okal,False,L,4,Z,
f73v,28,&Lz,&,z,"f73v.28,&Lz",03:30,ykey,False,L,4,Z,
f73v,29,&Lz,&,z,"f73v.29,&Lz",05:00,ykeee,False,L,4,Z,
f73v,30,&Lz,&,z,"f73v.30,&Lz",06:00,okeod,False,L,4,Z,
f73v,31,&Lz,&,z,"f73v.31,&Lz",07:30,ykey,False,L,4,Z,
f73v,32,&Lz,&,z,"f73v.32,&Lz",08:30,ypal,False,L,4,Z,
f75v,2,=L0,=,0,"f75v.2,=L0",,s,False,M,2,B,B
f75v,4,=L0,=,0,"f75v.4,=L0",,l,False,M,2,B,B
f75v,6,=L0,=,0,"f75v.6,=L0",,l,False,M,2,B,B
f75v,8,~L0,~,0,"f75v.8,~L0",,o,False,M,2,B,B
f75v,9,+L0,+,0,"f75v.9,+L0",,r,False,M,2,B,B
f75v,11,=L0,=,0,"f75v.11,=L0",,s,False,M,2,B,B
f75v,18,@Ln,@,n,"f75v.18,@Ln",,okshy,False,M,2,B,B
f75v,19,+Ln,+,n,"f75v.19,+Ln",,saral,False,M,2,B,B
f75v,20,@Ln,@,n,"f75v.20,@Ln",,dokal,False,M,2,B,B
f75v,21,+Ln,+,n,"f75v.21,+Ln",,darol,False,M,2,B,B
f75v,22,@Ln,@,n,"f75v.22,@Ln",,daldy,False,M,2,B,B
f75v,23,+Ln,+,n,"f75v.23,+Ln",,dal shd,False,M,2,B,B
f75v,24,@Ln,@,n,"f75v.24,@Ln",,dalkar,False,M,2,B,B
f75v,25,+Ln,+,n,"f75v.25,+Ln",,qokal,False,M,2,B,B
f75v,26,@Ln,@,n,"f75v.26,@Ln",,dly,False,M,2,B,B
f75v,27,+Ln,+,n,"f75v.27,+Ln",,ory,False,M,2,B,B
f75v,28,@Ln,@,n,"f75v.28,@Ln",,oty,False,M,2,B,B
f75v,29,+Ln,+,n,"f75v.29,+Ln",,lchy,False,M,2,B,B
f75v,30,@Ln,@,n,"f75v.30,@Ln",,dary,False,M,2,B,B
f75v,31,+Ln,+,n,"f75v.31,+Ln",,dal,False,M,2,B,B
f75v,32,@Ln,@,n,"f75v.32,@Ln",,daldy,False,M,2,B,B
f75v,33,+Ln,+,n,"f75v.33,+Ln",,qoted,False,M,2,B,B
f75v,34,@Ln,@,n,"f75v.34,@Ln",,rkal,False,M,2,B,B
f75v,35,+Ln,+,n,"f75v.35,+Ln",,ykedy,False,M,2,B,B
f75v,36,@Ln,@,n,"f75v.36,@Ln",,olkchy,False,M,2,B,B
f75v,37,+Ln,+,n,"f75v.37,+Ln",,otoly,False,M,2,B,B
f75v,50,@Lt,@,t,"f75v.50,@Lt",,otal opal,False,M,2,B,B
f75v,51,=Lt,=,t,"f75v.51,=Lt",,okeey lol,False,M,2,B,B
f75v,52,=Lt,=,t,"f75v.52,=Lt",,olol,False,M,2,B,B
f75v,53,*Lt,*,t,"f75v.53,*Lt",,ytedy,False,M,2,B,B
f75v,54,+Lt,+,t,"f75v.54,+Lt",,otedy,False,M,2,B,B
f75v,55,+Lt,+,t,"f75v.55,+Lt",,oteey,False,M,2,B,B
f75v,56,+Lt,+,t,"f75v.56,+Lt",,qotedy,False,M,2,B,B
f76r,4,*L0,*,0,"f76r.4,*L0",,s,False,M,2,T,B
f76r,7,*L0,*,0,"f76r.7,*L0",,d,False,M,2,T,B
f76r,10,*L0,*,0,"f76r.10,*L0",,q,False,M,2,T,B
f76r,14,*L0,*,0,"f76r.14,*L0",,s,False,M,2,T,B
f76r,18,*L0,*,0,"f76r.18,*L0",,o,False,M,2,T,B
f76r,22,*L0,*,0,"f76r.22,*L0",,l,False,M,2,T,B
f76r,27,*L0,*,0,"f76r.27,*L0",,k,False,M,2,T,B
f76r,31,*L0,*,0,"f76r.31,*L0",,r,False,M,2,T,B
f76r,37,*L0,*,0,"f76r.37,*L0",,s,False,M,2,T,B
f77r,1,@Ln,@,n,"f77r.1,@Ln",,darchdar,False,M,2,B,B
f77r,2,+Lt,+,t,"f77r.2,+Lt",,olkchs,False,M,2,B,B
f77r,3,=Lt,=,t,"f77r.3,=Lt",,otedy,False,M,2,B,B
f77r,4,~Lt,~,t,"f77r.4,~Lt",,otork,False,M,2,B,B
f77r,5,=Lt,=,t,"f77r.5,=Lt",,otol,False,M,2,B,B
f77r,6,~Lt,~,t,"f77r.6,~Lt",,dchdy,False,M,2,B,B
f77r,7,~Lt,~,t,"f77r.7,~Lt",,soral,False,M,2,B,B
f77r,8,~Ln,~,n,"f77r.8,~Ln",,dotedy,False,M,2,B,B
f77r,49,@Ln,@,n,"f77r.49,@Ln",,otchdy,False,M,2,B,B
f77r,50,@Lt,@,t,"f77r.50,@Lt",,otolaiin o,False,M,2,B,B
f77v,1,@Lt,@,t,"f77v.1,@Lt",,okain y kal,False,M,2,B,B
f77v,2,=Lt,=,t,"f77v.2,=Lt",,otol shedy,False,M,2,B,B
f77v,3,=Lt,=,t,"f77v.3,=Lt",,olkeedal,False,M,2,B,B
f77v,4,@Lt,@,t,"f77v.4,@Lt",,otolor,False,M,2,B,B
f77v,5,=Lt,=,t,"f77v.5,=Lt",,orchedal,True,M,2,B,B
f77v,43,@Ln,@,n,"f77v.43,@Ln",,saroral,False,M,2,B,B
f77v,44,@Lt,@,t,"f77v.44,@Lt",,okalo,False,M,2,B,B
f77v,45,@Ln,@,n,"f77v.45,@Ln",,o?eoedu,True,M,2,B,B
f78r,1,@Lt,@,t,"f78r.1,@Lt",,okchdldlo,False,M,2,B,B
f78r,2,@Lt,@,t,"f78r.2,@Lt",,okchdy,False,M,2,B,B
f78r,44,@Lt,@,t,"f78r.44,@Lt",,dar alo{ifh}y,False,M,2,B,B
f78r,45,@Lt,@,t,"f78r.45,@Lt",,dchedaly,False,M,2,B,B
f78r,46,@Lt,@,t,"f78r.46,@Lt",,otarodla'y orory,False,M,2,B,B
f78r,47,@Lt,@,t,"f78r.47,@Lt",,okaral,False,M,2,B,B
f80r,1,@Ln,@,n,"f80r.1,@Ln",,toroly,False,M,2,B,B
f80r,2,=Ln,=,n,"f80r.2,=Ln",,olchdy,False,M,2,B,B
f80r,3,=Ln,=,n,"f80r.3,=Ln",,okaly,False,M,2,B,B
f80r,4,=Ln,=,n,"f80r.4,=Ln",,okolo,False,M,2,B,B
f80r,5,=Ln,=,n,"f80r.5,=Ln",,okary,False,M,2,B,B
f80r,6,=Ln,=,n,"f80r.6,=Ln",,opor,False,M,2,B,B
f80r,7,~Ln,~,n,"f80r.7,~Ln",,olky,False,M,2,B,B
f80r,8,=Ln,=,n,"f80r.8,=Ln",,otalshedy,False,M,2,B,B
f80r,9,~Ln,~,n,"f80r.9,~Ln",,okar,False,M,2,B,B
f80r,10,+Ln,+,n,"f80r.10,+Ln",,okan,False,M,2,B,B
f81v,28,@Lt,@,t,"f81v.28,@Lt",,otain olkal,False,M,2,B,B
f82r,10,@Lt,@,t,"f82r.10,@Lt",,oroldair,True,M,2,B,B
f82r,34,@Ln,@,n,"f82r.34,@Ln",,okor,False,M,2,B,B
f82r,35,@Lt,@,t,"f82r.35,@Lt",,darol,False,M,2,B,B
f82r,36,@Ln,@,n,"f82r.36,@Ln",,okal,False,M,2,B,B
f82r,37,@Ln,@,n,"f82r.37,@Ln",,okaldy,False,M,2,B,B
f82r,38,@Lt,@,t,"f82r.38,@Lt",,darary,False,M,2,B,B
f82r,39,+Ln,+,n,"f82r.39,+Ln",,okairady,True,M,2,B,B
f82r,40,*Ln,*,n,"f82r.40,*Ln",,sororl,False,M,2,B,B
f82r,41,=Ln,=,n,"f82r.41,=Ln",,olkoky,True,M,2,B,B
f82r,42,=Ln,=,n,"f82r.42,=Ln",,sokoly,False,M,2,B,B
f82r,43,=Ln,=,n,"f82r.43,=Ln",,dolol,False,M,2,B,B
f82r,44,=Ln,=,n,"f82r.44,=Ln",,olaiin,False,M,2,B,B
f82r,45,=Ln,=,n,"f82r.45,=Ln",,okeear,False,M,2,B,B
f82v,1,@Ln,@,n,"f82v.1,@Ln",,otechdy,False,M,2,B,B
f82v,2,=Ln,=,n,"f82v.2,=Ln",,otedy,False,M,2,B,B
f82v,3,@Lt,@,t,"f82v.3,@Lt",,daiinoty,False,M,2,B,B
f82v,4,@Lt,@,t,"f82v.4,@Lt",,otedal,False,M,2,B,B
f82v,39,@Ln,@,n,"f82v.39,@Ln",,olkeedy,False,M,2,B,B
f82v,40,@Ln,@,n,"f82v.40,@Ln",,okalchy,False,M,2,B,B
f82v,41,@Ln,@,n,"f82v.41,@Ln",,okain,False,M,2,B,B
f82v,42,~Lt,~,t,"f82v.42,~Lt",,okaoky,True,M,2,B,B
f82v,43,~Lt,~,t,"f82v.43,~Lt",,okedor,False,M,2,B,B
f82v,44,~Ln,~,n,"f82v.44,~Ln",,okol,False,M,2,B,B
f82v,45,@Lt,@,t,"f82v.45,@Lt",,okoldy,False,M,2,B,B
f82v,46,@Lt,@,t,"f82v.46,@Lt",,olkol,False,M,2,B,B
f82v,47,@Lt,@,t,"f82v.47,@Lt",,otedol,False,M,2,B,B
f82v,48,+Lt,+,t,"f82v.48,+Lt",,oteedy,False,M,2,B,B
f83r,45,@Lt,@,t,"f83r.45,@Lt",,chtorol,False,M,2,B,B
f83r,46,=Lt,=,t,"f83r.46,=Lt",,olsaiin,False,M,2,B,B
f83r,50,@Lt,@,t,"f83r.50,@Lt",,sasoldal,False,M,2,B,B
f83r,51,+Lt,+,t,"f83r.51,+Lt",,darolsy,False,M,2,B,B
f83v,9,@Lt,@,t,"f83v.9,@Lt",,ololary,False,M,2,B,B
f83v,10,@Lt,@,t,"f83v.10,@Lt",,okarchy,False,M,2,B,B
f83v,34,@Ln,@,n,"f83v.34,@Ln",,okchdy,False,M,2,B,B
f83v,35,@Lt,@,t,"f83v.35,@Lt",,okaiin,False,M,2,B,B
f84r,1,@Lt,@,t,"f84r.1,@Lt",,ololal,False,M,2,B,B
f84r,2,@Ln,@,n,"f84r.2,@Ln",,or shekar,False,M,2,B,B
f84r,3,+Ln,+,n,"f84r.3,+Ln",,ydy,False,M,2,B,B
f84r,4,@Ln,@,n,"f84r.4,@Ln",,okedy,False,M,2,B,B
f84r,5,=Ln,=,n,"f84r.5,=Ln",,loly,False,M,2,B,B
f84r,6,@Ln,@,n,"f84r.6,@Ln",,doiir,False,M,2,B,B
f84r,7,=Ln,=,n,"f84r.7,=Ln",,olshy,False,M,2,B,B
f84r,8,@Ln,@,n,"f84r.8,@Ln",,otedy,False,M,2,B,B
f84r,9,=Ln,=,n,"f84r.9,=Ln",,lkol,False,M,2,B,B
f84r,10,@Ln,@,n,"f84r.10,@Ln",,okolshy,False,M,2,B,B
f84r,11,@Ln,@,n,"f84r.11,@Ln",,otoly,False,M,2,B,B
f84r,12,@Ln,@,n,"f84r.12,@Ln",,dshedy,False,M,2,B,B
f84r,47,@Lt,@,t,"f84r.47,@Lt",,otaly,False,M,2,B,B
fRos,1,@L0,@,0,"fRos.1,@L0",1:11,saeeasa?,True,N,4,C,B
fRos,3,@L0,@,0,"fRos.3,@L0",,ofain ain,False,N,4,C,B
fRos,4,+L0,+,0,"fRos.4,+L0",,ych ?ais,True,N,4,C,B
fRos,5,+L0,+,0,"fRos.5,+L0",,ydekam,False,N,4,C,B
fRos,6,+L0,+,0,"fRos.6,+L0",,darchedy,False,N,4,C,B
fRos,7,+L0,+,0,"fRos.7,+L0",,otochedy sy,False,N,4,C,B
fRos,8,+L0,+,0,"fRos.8,+L0",,soeedoy olal,False,N,4,C,B
fRos,9,+L0,+,0,"fRos.9,+L0",,dchor orary,False,N,4,C,B
fRos,10,+L0,+,0,"fRos.10,+L0",,sairojam,True,N,4,C,B
fRos,11,@L0,@,0,"fRos.11,@L0",,okchdarar,False,N,4,C,B
fRos,12,@L0,@,0,"fRos.12,@L0",,soiindy,False,N,4,C,B
fRos,13,@L0,@,0,"fRos.13,@L0",2:10,ytedar,False,N,4,C,B
fRos,14,@L0,@,0,"fRos.14,@L0",2:11,ddsschx,True,N,4,C,B
fRos,15,@L0,@,0,"fRos.15,@L0",2:13,daldar,False,N,4,C,B
fRos,16,@L0,@,0,"fRos.16,@L0",2:12,ofardy,False,N,4,C,B
fRos,17,@L0,@,0,"fRos.17,@L0",1:10,orarol,False,N,4,C,B
fRos,18,@L0,@,0,"fRos.18,@L0",,daldal,False,N,4,C,B
fRos,19,@L0,@,0,"fRos.19,@L0",,daraldy,True,N,4,C,B
fRos,21,@L0,@,0,"fRos.21,@L0",,oko,False,N,4,C,B
fRos,22,@L0,@,0,"fRos.22,@L0",,daiiny,False,N,4,C,B
fRos,23,@L0,@,0,"fRos.23,@L0",,do{cfhh}y,False,N,4,C,B
fRos,24,@L0,@,0,"fRos.24,@L0",,okedy,False,N,4,C,B
fRos,25,@L0,@,0,"fRos.25,@L0",,okary,True,N,4,C,B
fRos,26,@L0,@,0,"fRos.26,@L0",,opain,False,N,4,C,B
fRos,27,@L0,@,0,"fRos.27,@L0",,opar,False,N,4,C,B
fRos,28,@L0,@,0,"fRos.28,@L0",4:10,adairy,False,N,4,C,B
fRos,29,@L0,@,0,"fRos.29,@L0",4:11,dxar,False,N,4,C,B
fRos,30,@L0,@,0,"fRos.30,@L0",4:12,okory,False,N,4,C,B
fRos,31,@L0,@,0,"fRos.31,@L0",4:13,opokchosody,True,N,4,C,B
fRos,32,@L0,@,0,"fRos.32,@L0",7:12,adashgasain,False,N,4,C,B
fRos,33,@L0,@,0,"fRos.33,@L0",7:13,cfair o@213;ol{c@133;h}y,False,N,4,C,B
fRos,34,@L0,@,0,"fRos.34,@L0",,okody,False,N,4,C,B
fRos,37,@L0,@,0,"fRos.37,@L0",7:10,opoor daly,False,N,4,C,B
fRos,38,@L0,@,0,"fRos.38,@L0",,okas oedady,False,N,4,C,B
fRos,41,@L0,@,0,"fRos.41,@L0",,osal,True,N,4,C,B
fRos,42,@L0,@,0,"fRos.42,@L0",,{cp}eey,False,N,4,C,B
fRos,43,@L0,@,0,"fRos.43,@L0",,okor,False,N,4,C,B
fRos,44,@L0,@,0,"fRos.44,@L0",,sarchcphdy,False,N,4,C,B
fRos,45,@L0,@,0,"fRos.45,@L0",,otchdy otoldy,False,N,4,C,B
fRos,46,@L0,@,0,"fRos.46,@L0",7:11,ofchedaiin,False,N,4,C,B
fRos,48,@L0,@,0,"fRos.48,@L0",,otedal,False,N,4,C,B
fRos,49,@L0,@,0,"fRos.49,@L0",,opaiin o,False,N,4,C,B
fRos,50,@L0,@,0,"fRos.50,@L0",,otchdy,False,N,4,C,B
fRos,51,@L0,@,0,"fRos.51,@L0",,okchy,False,N,4,C,B
fRos,52,@L0,@,0,"fRos.52,@L0",,chkeedy,False,N,4,C,B
fRos,53,@L0,@,0,"fRos.53,@L0",,opairar,False,N,4,C,B
fRos,54,@L0,@,0,"fRos.54,@L0",,odee?y,True,N,4,C,B
fRos,55,@L0,@,0,"fRos.55,@L0",,okody,False,N,4,C,B
fRos,56,@L0,@,0,"fRos.56,@L0",3:22,depcheky,False,N,4,C,B
fRos,57,@L0,@,0,"fRos.57,@L0",3:23,otch,True,N,4,C,B
fRos,58,@L0,@,0,"fRos.58,@L0",3:24,osy,False,N,4,C,B
fRos,59,@L0,@,0,"fRos.59,@L0",3:25,odl,True,N,4,C,B
fRos,60,@L0,@,0,"fRos.60,@L0",3:26,d dy,False,N,4,C,B
fRos,61,@L0,@,0,"fRos.61,@L0",3:27,oteey,False,N,4,C,B
fRos,63,@L0,@,0,"fRos.63,@L0",,oteedy,False,N,4,C,B
fRos,64,@L0,@,0,"fRos.64,@L0",,opy,False,N,4,C,B
fRos,65,@L0,@,0,"fRos.65,@L0",,odal,False,N,4,C,B
fRos,66,@L0,@,0,"fRos.66,@L0",,shdy,False,N,4,C,B
fRos,67,@L0,@,0,"fRos.67,@L0",,opchees,False,N,4,C,B
fRos,68,@L0,@,0,"fRos.68,@L0",,opar,False,N,4,C,B
fRos,69,@L0,@,0,"fRos.69,@L0",,daral,False,N,4,C,B
fRos,70,@L0,@,0,"fRos.70,@L0",,otdodar oedy,False,N,4,C,B
fRos,71,@L0,@,0,"fRos.71,@L0",,soshxor arar,False,N,4,C,B
fRos,72,@L0,@,0,"fRos.72,@L0",5:10,otedain otedy,False,N,4,C,B
fRos,73,@L0,@,0,"fRos.73,@L0",5:11,ytedar ary,False,N,4,C,B
fRos,74,@L0,@,0,"fRos.74,@L0",5:12,opchedaiin,True,N,4,C,B
fRos,75,@L0,@,0,"fRos.75,@L0",5:13,ols,False,N,4,C,B
fRos,76,@L0,@,0,"fRos.76,@L0",5:14,ypal,False,N,4,C,B
fRos,77,@L0,@,0,"fRos.77,@L0",5:15,opydsh,False,N,4,C,B
fRos,78,@L0,@,0,"fRos.78,@L0",5:16,rshy,False,N,4,C,B
fRos,79,@L0,@,0,"fRos.79,@L0",5:17,olz,False,N,4,C,B
fRos,80,@L0,@,0,"fRos.80,@L0",5:18,dtedg,False,N,4,C,B
fRos,81,@L0,@,0,"fRos.81,@L0",5:19,opy,False,N,4,C,B
fRos,82,@L0,@,0,"fRos.82,@L0",5:20,ofdaj,False,N,4,C,B
fRos,83,@L0,@,0,"fRos.83,@L0",5:21,ddary,False,N,4,C,B
fRos,84,@L0,@,0,"fRos.84,@L0",5:22,otody,True,N,4,C,B
fRos,85,@L0,@,0,"fRos.85,@L0",5:23,dairdy,False,N,4,C,B
fRos,86,@L0,@,0,"fRos.86,@L0",5:24,rody,False,N,4,C,B
fRos,88,@L0,@,0,"fRos.88,@L0",,ofary,False,N,4,C,B
fRos,89,@L0,@,0,"fRos.89,@L0",,okady,False,N,4,C,B
fRos,90,@L0,@,0,"fRos.90,@L0",,okchdy kary,False,N,4,C,B
fRos,91,@L0,@,0,"fRos.91,@L0",,oraiin eey,False,N,4,C,B
fRos,92,@L0,@,0,"fRos.92,@L0",,opodchdal,True,N,4,C,B
fRos,93,@L0,@,0,"fRos.93,@L0",,darchdy,True,N,4,C,B
fRos,95,@L0,@,0,"fRos.95,@L0",,okaramal,False,N,4,C,B
fRos,96,@L0,@,0,"fRos.96,@L0",,opchdy,False,N,4,C,B
fRos,97,@L0,@,0,"fRos.97,@L0",,ofdoram,True,N,4,C,B
fRos,98,@L0,@,0,"fRos.98,@L0",,oda,False,N,4,C,B
fRos,99,@L0,@,0,"fRos.99,@L0",3:16,ofchdar,False,N,4,C,B
