folio,locus_id,descriptor,prefix,subtype,locus_key,clock,normalized_word,has_uncertain_reading,quire,hand,illustration,currier_language
fRos,100,@L0,@,0,"fRos.100,@L0",,otedam,False,N,4,C,B
fRos,101,@L0,@,0,"fRos.101,@L0",3:10,lokedshs,False,N,4,C,B
fRos,102,@L0,@,0,"fRos.102,@L0",3:11,otodar,False,N,4,C,B
fRos,103,@L0,@,0,"fRos.103,@L0",3:12,otedaiin,False,N,4,C,B
fRos,104,@L0,@,0,"fRos.104,@L0",3:13,okedy,False,N,4,C,B
fRos,105,@L0,@,0,"fRos.105,@L0",3:14,xoltedy,False,N,4,C,B
fRos,106,@L0,@,0,"fRos.106,@L0",3:15,opchdam,True,N,4,C,B
fRos,107,@L0,@,0,"fRos.107,@L0",3:19,otedy oporam,False,N,4,C,B
fRos,108,@L0,@,0,"fRos.108,@L0",3:17,otchdy,True,N,4,C,B
fRos,109,+L0,+,0,"fRos.109,+L0",3:18,otody,False,N,4,C,B
fRos,110,/L0,/,0,"fRos.110,/L0",3:20,chdain,False,N,4,C,B
fRos,111,+L0,+,0,"fRos.111,+L0",3:21,otedy,True,N,4,C,B
fRos,112,@L0,@,0,"fRos.112,@L0",,opa{i'h}efchdy,False,N,4,C,B
fRos,115,=L0,=,0,"fRos.115,=L0",,oteoly,False,N,4,C,B
fRos,116,@L0,@,0,"fRos.116,@L0",,ofodady,True,N,4,C,B
fRos,117,@L0,@,0,"fRos.117,@L0",,opdady,True,N,4,C,B
fRos,118,@L0,@,0,"fRos.118,@L0",,otodey,False,N,4,C,B
fRos,119,@L0,@,0,"fRos.119,@L0",,otodedy,False,N,4,C,B
fRos,120,@L0,@,0,"fRos.120,@L0",,opchdain,False,N,4,C,B
fRos,121,@L0,@,0,"fRos.121,@L0",,otdar shed,False,N,4,C,B
fRos,123,@L0,@,0,"fRos.123,@L0",,ofaraiin,False,N,4,C,B
fRos,124,@L0,@,0,"fRos.124,@L0",,okolar,False,N,4,C,B
fRos,125,@L0,@,0,"fRos.125,@L0",,okchdy,False,N,4,C,B
fRos,126,@L0,@,0,"fRos.126,@L0",,ykedy,False,N,4,C,B
fRos,127,@L0,@,0,"fRos.127,@L0",,oteedy,False,N,4,C,B
fRos,128,@L0,@,0,"fRos.128,@L0",,otosaiin,False,N,4,C,B
fRos,129,@L0,@,0,"fRos.129,@L0",,otchdam,False,N,4,C,B
fRos,130,@L0,@,0,"fRos.130,@L0",6:10,otedy,True,N,4,C,B
fRos,131,@L0,@,0,"fRos.131,@L0",6:11,okar,False,N,4,C,B
fRos,132,@L0,@,0,"fRos.132,@L0",6:12,lashalg,False,N,4,C,B
fRos,134,@L0,@,0,"fRos.134,@L0",,o@214;alda,False,N,4,C,B
fRos,135,@L0,@,0,"fRos.135,@L0",,osaram,False,N,4,C,B
fRos,136,@L0,@,0,"fRos.136,@L0",,oparodam,False,N,4,C,B
fRos,146,@L0,@,0,"fRos.146,@L0",,dor,False,N,4,C,B
fRos,147,+L0,+,0,"fRos.147,+L0",,oky,False,N,4,C,B
fRos,148,+L0,+,0,"fRos.148,+L0",,roo,False,N,4,C,B
fRos,149,@L0,@,0,"fRos.149,@L0",,otol,False,N,4,C,B
fRos,150,+L0,+,0,"fRos.150,+L0",,ardas,False,N,4,C,B
fRos,151,+L0,+,0,"fRos.151,+L0",,l chdy,False,N,4,C,B
fRos,152,@L0,@,0,"fRos.152,@L0",,oparod,False,N,4,C,B
fRos,153,+L0,+,0,"fRos.153,+L0",,shckhdy,False,N,4,C,B
fRos,154,+L0,+,0,"fRos.154,+L0",,tshda,False,N,4,C,B
fRos,155,@L0,@,0,"fRos.155,@L0",,opchd,False,N,4,C,B
fRos,156,+L0,+,0,"fRos.156,+L0",,opchdy,False,N,4,C,B
fRos,157,+L0,+,0,"fRos.157,+L0",,qokal,False,N,4,C,B
fRos,158,@L0,@,0,"fRos.158,@L0",,shet?,True,N,4,C,B
fRos,159,+L0,+,0,"fRos.159,+L0",,opchsy,False,N,4,C,B
fRos,160,+L0,+,0,"fRos.160,+L0",,che?ky,True,N,4,C,B
f88r,1,@Lc,@,c,"f88r.1,@Lc",,otorchety,False,O,1,P,A
f88r,2,@Lf,@,f,"f88r.2,@Lf",,osal,False,O,1,P,A
f88r,3,@Lf,@,f,"f88r.3,@Lf",,orald,False,O,1,P,A
f88r,4,@Lf,@,f,"f88r.4,@Lf",,oldar,False,O,1,P,A
f88r,5,@Lf,@,f,"f88r.5,@Lf",,otoky,False,O,1,P,A
f88r,6,@Lf,@,f,"f88r.6,@Lf",,otaly,False,O,1,P,A
f88r,12,@Lc,@,c,"f88r.12,@Lc",,otaldy,False,O,1,P,A
f88r,13,@Lf,@,f,"f88r.13,@Lf",,oram,False,O,1,P,A
f88r,14,@Lf,@,f,"f88r.14,@Lf",,dary,False,O,1,P,A
f88r,15,@Lf,@,f,"f88r.15,@Lf",,okol,False,O,1,P,A
f88r,16,@Lf,@,f,"f88r.16,@Lf",,sorory,False,O,1,P,A
f88r,17,@Lf,@,f,"f88r.17,@Lf",,otyda,False,O,1,P,A
f88r,23,@Lc,@,c,"f88r.23,@Lc",,ofyskydal,False,O,1,P,A
f88r,24,@Lf,@,f,"f88r.24,@Lf",,otor am,False,O,1,P,A
f88r,25,@Lf,@,f,"f88r.25,@Lf",,ofaldo,False,O,1,P,A
f88v,1,@Lc,@,c,"f88v.1,@Lc",,okalyd,False,O,1,P,A
f88v,2,@Lf,@,f,"f88v.2,@Lf",,cheocthy,False,O,1,P,A
f88v,3,@Lf,@,f,"f88v.3,@Lf",,cpheor,False,O,1,P,A
f88v,4,@Lf,@,f,"f88v.4,@Lf",,otar arody,False,O,1,P,A
f88v,5,@Lf,@,f,"f88v.5,@Lf",,otokol,False,O,1,P,A
f88v,11,@Lc,@,c,"f88v.11,@Lc",,otoram,False,O,1,P,A
f88v,12,@Lf,@,f,"f88v.12,@Lf",,otora,True,O,1,P,A
f88v,13,@Lf,@,f,"f88v.13,@Lf",,cheosdy,False,O,1,P,A
f88v,14,@Lf,@,f,"f88v.14,@Lf",,okaiin,False,O,1,P,A
f88v,27,@Lc,@,c,"f88v.27,@Lc",,daramdal,False,O,1,P,A
f88v,28,@Lf,@,f,"f88v.28,@Lf",,otydary,False,O,1,P,A
f88v,29,@Lf,@,f,"f88v.29,@Lf",,otdordy,False,O,1,P,A
f88v,30,@Lf,@,f,"f88v.30,@Lf",,dararda?,True,O,1,P,A
f89r1,1,@Lc,@,c,"f89r1.1,@Lc",,okchshy,False,O,1,P,A
f89r1,2,@Lf,@,f,"f89r1.2,@Lf",,qkol,False,O,1,P,A
f89r1,3,@Lf,@,f,"f89r1.3,@Lf",,oldam,False,O,1,P,A
f89r1,4,@Lf,@,f,"f89r1.4,@Lf",,otoldy,False,O,1,P,A
f89r1,5,@Lf,@,f,"f89r1.5,@Lf",,ararchodaiin,False,O,1,P,A
f89r1,11,@Lc,@,c,"f89r1.11,@Lc",,ykyd,False,O,1,P,A
f89r1,12,@Lf,@,f,"f89r1.12,@Lf",,chol ches,False,O,1,P,A
f89r1,13,@Lf,@,f,"f89r1.13,@Lf",,otorain,False,O,1,P,A
f89r1,14,@Lf,@,f,"f89r1.14,@Lf",,okaiin dan,False,O,1,P,A
f89r1,24,@Lc,@,c,"f89r1.24,@Lc",,ykocfhy,False,O,1,P,A
f89r1,25,@Lf,@,f,"f89r1.25,@Lf",,saldam,False,O,1,P,A
f89r1,26,@Lf,@,f,"f89r1.26,@Lf",,sydarary,True,O,1,P,A
f89r1,27,@Lf,@,f,"f89r1.27,@Lf",,yd{cpo}dy,False,O,1,P,A
f89r2,1,@Lc,@,c,"f89r2.1,@Lc",,odory,False,O,1,P,A
f89r2,2,@Lf,@,f,"f89r2.2,@Lf",,doly,False,O,1,P,A
f89r2,3,@Lf,@,f,"f89r2.3,@Lf",,opchosam,False,O,1,P,A
f89r2,4,@Lf,@,f,"f89r2.4,@Lf",,saloiinsheol,False,O,1,P,A
f89r2,5,@Lf,@,f,"f89r2.5,@Lf",,opcheor,False,O,1,P,A
f89r2,9,@Lc,@,c,"f89r2.9,@Lc",,otold,True,O,1,P,A
f89r2,10,@Lf,@,f,"f89r2.10,@Lf",,okol shol dy,False,O,1,P,A
f89r2,11,@Lf,@,f,"f89r2.11,@Lf",,opchoroiin,False,O,1,P,A
f89r2,16,@Lc,@,c,"f89r2.16,@Lc",,korainy,False,O,1,P,A
f89r2,17,@Lf,@,f,"f89r2.17,@Lf",,sodar,False,O,1,P,A
f89r2,18,@Lf,@,f,"f89r2.18,@Lf",,cheys,False,O,1,P,A
f89r2,19,@Lf,@,f,"f89r2.19,@Lf",,cheody,False,O,1,P,A
f89r2,20,@Lf,@,f,"f89r2.20,@Lf",,oporain,False,O,1,P,A
f89r2,21,@Lf,@,f,"f89r2.21,@Lf",,okshdchos,False,O,1,P,A
f89r2,29,@Lc,@,c,"f89r2.29,@Lc",,okain,False,O,1,P,A
f89r2,30,+Lc,+,c,"f89r2.30,+Lc",,yorain,False,O,1,P,A
f89r2,31,@Lf,@,f,"f89r2.31,@Lf",,ofakal,False,O,1,P,A
f89r2,32,@Lf,@,f,"f89r2.32,@Lf",,otalsy,False,O,1,P,A
f89r2,33,@Lf,@,f,"f89r2.33,@Lf",,ytarem,False,O,1,P,A
f89r2,34,@Lf,@,f,"f89r2.34,@Lf",,otolarol,False,O,1,P,A
f89v2,1,@Lc,@,c,"f89v2.1,@Lc",,choeesy,False,O,1,P,A
f89v2,2,@Lf,@,f,"f89v2.2,@Lf",,okam,False,O,1,P,A
f89v2,3,@Lf,@,f,"f89v2.3,@Lf",,darcheor,False,O,1,P,A
f89v2,4,@Lf,@,f,"f89v2.4,@Lf",,chokaro,False,O,1,P,A
f89v2,5,@Lf,@,f,"f89v2.5,@Lf",,sheol,False,O,1,P,A
f89v2,6,@Lf,@,f,"f89v2.6,@Lf",,chokam,False,O,1,P,A
f89v2,11,@Lc,@,c,"f89v2.11,@Lc",,otory,False,O,1,P,A
f89v2,12,@Lf,@,f,"f89v2.12,@Lf",,otair chody,False,O,1,P,A
f89v2,13,@Lf,@,f,"f89v2.13,@Lf",,dykaran,False,O,1,P,A
f89v2,14,@Lf,@,f,"f89v2.14,@Lf",,opcheedey,False,O,1,P,A
f89v2,23,@Lc,@,c,"f89v2.23,@Lc",,opaloiiry,False,O,1,P,A
f89v2,24,@Lf,@,f,"f89v2.24,@Lf",,otaram,False,O,1,P,A
f89v2,25,@Lf,@,f,"f89v2.25,@Lf",,chtchy,False,O,1,P,A
f89v2,27,@Lf,@,f,"f89v2.27,@Lf",,sada?,True,O,1,P,A
f89v2,28,@Lf,@,f,"f89v2.28,@Lf",,daseky,False,O,1,P,A
f89v1,1,@Lc,@,c,"f89v1.1,@Lc",,okoraldy,False,O,1,P,A
f89v1,2,@Lf,@,f,"f89v1.2,@Lf",,oto{ikh}y,False,O,1,P,A
f89v1,3,@Lf,@,f,"f89v1.3,@Lf",,otchar,False,O,1,P,A
f89v1,4,@Lf,@,f,"f89v1.4,@Lf",,darshody,False,O,1,P,A
f89v1,21,@Lc,@,c,"f89v1.21,@Lc",,koeeorain,False,O,1,P,A
f89v1,22,@Lf,@,f,"f89v1.22,@Lf",,otorshos,False,O,1,P,A
f89v1,23,@Lf,@,f,"f89v1.23,@Lf",,opol olaiin,False,O,1,P,A
f89v1,24,@Lf,@,f,"f89v1.24,@Lf",,opaldaiin,False,O,1,P,A
f99r,1,@Lc,@,c,"f99r.1,@Lc",,okaradag,False,S,1,P,A
f99r,2,@Lf,@,f,"f99r.2,@Lf",,okar y,False,S,1,P,A
f99r,3,@Lf,@,f,"f99r.3,@Lf",,darar,False,S,1,P,A
f99r,4,@Lf,@,f,"f99r.4,@Lf",,oky,False,S,1,P,A
f99r,5,@Lf,@,f,"f99r.5,@Lf",,salo,False,S,1,P,A
f99r,6,@Lf,@,f,"f99r.6,@Lf",,aro,False,S,1,P,A
f99r,7,+Lf,+,f,"f99r.7,+Lf",,ain,False,S,1,P,A
f99r,8,@Lf,@,f,"f99r.8,@Lf",,okor,False,S,1,P,A
f99r,9,@Lf,@,f,"f99r.9,@Lf",,ralol,False,S,1,P,A
f99r,10,@Lf,@,f,"f99r.10,@Lf",,skeeal,False,S,1,P,A
f99r,11,@Lf,@,f,"f99r.11,@Lf",,okary,False,S,1,P,A
f99r,12,@Lf,@,f,"f99r.12,@Lf",,okolo,False,S,1,P,A
f99r,13,@Lf,@,f,"f99r.13,@Lf",,otalam,False,S,1,P,A
f99r,14,@Lf,@,f,"f99r.14,@Lf",,otoldy,False,S,1,P,A
f99r,19,@Lc,@,c,"f99r.19,@Lc",,oparal,False,S,1,P,A
f99r,20,@Lf,@,f,"f99r.20,@Lf",,oaro,False,S,1,P,A
f99r,21,@Lf,@,f,"f99r.21,@Lf",,aloly,False,S,1,P,A
f99r,22,@Lf,@,f,"f99r.22,@Lf",,aora?,True,S,1,P,A
f99r,23,@Lf,@,f,"f99r.23,@Lf",,choky,False,S,1,P,A
f99r,24,@Lf,@,f,"f99r.24,@Lf",,oky,False,S,1,P,A
f99r,25,@Lf,@,f,"f99r.25,@Lf",,okeoly,False,S,1,P,A
f99r,26,@Lf,@,f,"f99r.26,@Lf",,yteold,False,S,1,P,A
f99r,27,@Lf,@,f,"f99r.27,@Lf",,cheotchy,False,S,1,P,A
f99r,32,@Lc,@,c,"f99r.32,@Lc",,tsholdy,False,S,1,P,A
f99r,33,@Lf,@,f,"f99r.33,@Lf",,okos,False,S,1,P,A
f99r,34,@Lf,@,f,"f99r.34,@Lf",,oekey,False,S,1,P,A
f99r,35,@Lf,@,f,"f99r.35,@Lf",,dar,False,S,1,P,A
f99r,36,@Lf,@,f,"f99r.36,@Lf",,chockhia,True,S,1,P,A
f99r,37,@Lf,@,f,"f99r.37,@Lf",,r cheyet,False,S,1,P,A
f99r,38,@Lf,@,f,"f99r.38,@Lf",,saiiny,False,S,1,P,A
f99r,39,@Lf,@,f,"f99r.39,@Lf",,sory,False,S,1,P,A
f99r,40,@Lf,@,f,"f99r.40,@Lf",,dam,False,S,1,P,A
f99r,45,@Lc,@,c,"f99r.45,@Lc",,yteoldy,False,S,1,P,A
f99r,46,@Lf,@,f,"f99r.46,@Lf",,tolsasy,False,S,1,P,A
f99v,1,@Lc,@,c,"f99v.1,@Lc",,okaramy,False,S,1,P,A
f99v,2,@Lf,@,f,"f99v.2,@Lf",,otoldy,False,S,1,P,A
f99v,3,@Lf,@,f,"f99v.3,@Lf",,otor chy,False,S,1,P,A
f99v,4,@Lf,@,f,"f99v.4,@Lf",,oldy,False,S,1,P,A
f99v,5,@Lf,@,f,"f99v.5,@Lf",,dar ary,False,S,1,P,A
f99v,6,@Lf,@,f,"f99v.6,@Lf",,otaly,False,S,1,P,A
f99v,7,@Lf,@,f,"f99v.7,@Lf",,olsy,False,S,1,P,A
f99v,8,@Lf,@,f,"f99v.8,@Lf",,arol,False,S,1,P,A
f99v,9,@Lf,@,f,"f99v.9,@Lf",,otoky,False,S,1,P,A
f99v,14,@Lc,@,c,"f99v.14,@Lc",,okoldody,False,S,1,P,A
f99v,15,@Lf,@,f,"f99v.15,@Lf",,oeeesary,False,S,1,P,A
f99v,16,@Lf,@,f,"f99v.16,@Lf",,daiiinc,False,S,1,P,A
f99v,17,@Lf,@,f,"f99v.17,@Lf",,sary,False,S,1,P,A
f99v,18,@Lf,@,f,"f99v.18,@Lf",,saiino,False,S,1,P,A
f99v,19,@Lf,@,f,"f99v.19,@Lf",,otolsar,False,S,1,P,A
f99v,20,@Lf,@,f,"f99v.20,@Lf",,osary,False,S,1,P,A
f99v,25,@Lc,@,c,"f99v.25,@Lc",,darolaly,False,S,1,P,A
f99v,26,@Lf,@,f,"f99v.26,@Lf",,okechy,False,S,1,P,A
f99v,27,@Lf,@,f,"f99v.27,@Lf",,otal,False,S,1,P,A
f99v,28,@Lf,@,f,"f99v.28,@Lf",,chor olekor,False,S,1,P,A
f99v,29,@Lf,@,f,"f99v.29,@Lf",,okeodor,False,S,1,P,A
f99v,30,@Lf,@,f,"f99v.30,@Lf",,olky,False,S,1,P,A
f99v,31,@Lf,@,f,"f99v.31,@Lf",,doldam,False,S,1,P,A
f99v,36,@Lc,@,c,"f99v.36,@Lc",,oralas,False,S,1,P,A
f99v,44,@Lf,@,f,"f99v.44,@Lf",,koleearol,False,S,1,P,A
f100r,1,@Lf,@,f,"f100r.1,@Lf",,chosaroshol,False,S,1,P,A
f100r,2,@Lf,@,f,"f100r.2,@Lf",,sochorcfhy,False,S,1,P,A
f100r,3,@Lf,@,f,"f100r.3,@Lf",,otear,False,S,1,P,A
f100r,4,@Lf,@,f,"f100r.4,@Lf",,chofary,True,S,1,P,A
f100r,5,@Lf,@,f,"f100r.5,@Lf",,sar char daiindy,False,S,1,P,A
f100r,6,@Lf,@,f,"f100r.6,@Lf",,oraro,True,S,1,P,A
f100r,7,@Lf,@,f,"f100r.7,@Lf",,chalsain,False,S,1,P,A
f100r,8,@Lf,@,f,"f100r.8,@Lf",,soity,False,S,1,P,A
f100r,9,@Lf,@,f,"f100r.9,@Lf",,sosam,False,S,1,P,A
f100r,10,@Lf,@,f,"f100r.10,@Lf",,dakocth,False,S,1,P,A
f100r,11,@Lf,@,f,"f100r.11,@Lf",,sofam,False,S,1,P,A
f100r,16,@Lf,@,f,"f100r.16,@Lf",,okeeos,False,S,1,P,A
f100r,17,@Lf,@,f,"f100r.17,@Lf",,shockhey,False,S,1,P,A
f100r,18,@Lf,@,f,"f100r.18,@Lf",,orol,False,S,1,P,A
f100r,19,@Lf,@,f,"f100r.19,@Lf",,olcheom,False,S,1,P,A
f100r,20,@Lf,@,f,"f100r.20,@Lf",,oteol,False,S,1,P,A
f100r,21,@Lf,@,f,"f100r.21,@Lf",,okols,False,S,1,P,A
f100v,1,@Lf,@,f,"f100v.1,@Lf",,tolchd,False,S,1,P,A
f100v,2,@Lf,@,f,"f100v.2,@Lf",,chols,False,S,1,P,A
f100v,3,@Lf,@,f,"f100v.3,@Lf",,opchor,False,S,1,P,A
f100v,4,@Lf,@,f,"f100v.4,@Lf",,solsy,False,S,1,P,A
f100v,5,@Lf,@,f,"f100v.5,@Lf",,soleesos,False,S,1,P,A
f100v,6,@Lf,@,f,"f100v.6,@Lf",,ykchochdy,False,S,1,P,A
f100v,7,@Lf,@,f,"f100v.7,@Lf",,ykchdy,False,S,1,P,A
f100v,8,@Lf,@,f,"f100v.8,@Lf",,dchdy,False,S,1,P,A
f100v,9,@Lf,@,f,"f100v.9,@Lf",,dalsy,False,S,1,P,A
f100v,10,@Lf,@,f,"f100v.10,@Lf",,okcheor,False,S,1,P,A
f100v,11,@Lf,@,f,"f100v.11,@Lf",,ytchol,False,S,1,P,A
f100v,12,@Lf,@,f,"f100v.12,@Lf",,dykchal,False,S,1,P,A
f100v,13,@Lf,@,f,"f100v.13,@Lf",,chos ctharal,False,S,1,P,A
f101v,1,@Lf,@,f,"f101v.1,@Lf",,sairaly,True,S,1,P,A
f101v,2,@Lf,@,f,"f101v.2,@Lf",,otaldy,False,S,1,P,A
f101v,3,@Lf,@,f,"f101v.3,@Lf",,otol,False,S,1,P,A
f101v,4,@Lf,@,f,"f101v.4,@Lf",,ytal,False,S,1,P,A
f101v,5,@Lf,@,f,"f101v.5,@Lf",,dokor,False,S,1,P,A
f101v,6,@Lf,@,f,"f101v.6,@Lf",,orar,False,S,1,P,A
f101v,7,@Lf,@,f,"f101v.7,@Lf",,otarar,False,S,1,P,A
f101v,8,@Lf,@,f,"f101v.8,@Lf",,otoly,True,S,1,P,A
f101v,9,@Lf,@,f,"f101v.9,@Lf",,soraly,False,S,1,P,A
f101v,10,@Lf,@,f,"f101v.10,@Lf",,okol,False,S,1,P,A
f101v,11,@Lf,@,f,"f101v.11,@Lf",,arom,False,S,1,P,A
f101v,12,@Lf,@,f,"f101v.12,@Lf",,oraram,False,S,1,P,A
f101v,13,@Lf,@,f,"f101v.13,@Lf",,oraeep,False,S,1,P,A
f101v,14,@Lf,@,f,"f101v.14,@Lf",,dytolg,False,S,1,P,A
f101v,15,@Lf,@,f,"f101v.15,@Lf",,olkor,False,S,1,P,A
f101v,16,@Lf,@,f,"f101v.16,@Lf",,dolary,False,S,1,P,A
f101v,17,@Lf,@,f,"f101v.17,@Lf",,odor,False,S,1,P,A
f101v,18,@Lf,@,f,"f101v.18,@Lf",,olaran,False,S,1,P,A
f102r1,1,@Lc,@,c,"f102r1.1,@Lc",,daarod,False,S,1,P,A
f102r1,2,@Lf,@,f,"f102r1.2,@Lf",,otodeeodor,False,S,1,P,A
f102r1,7,@Lc,@,c,"f102r1.7,@Lc",,okolaly,False,S,1,P,A
f102r1,12,@Lc,@,c,"f102r1.12,@Lc",,ddardsh,False,S,1,P,A
f102r2,1,@Lc,@,c,"f102r2.1,@Lc",,kodaiig,False,S,1,P,A
f102r2,7,@Lc,@,c,"f102r2.7,@Lc",,ok?rolda,True,S,1,P,A
f102r2,13,@Lc,@,c,"f102r2.13,@Lc",,loeekadag,False,S,1,P,A
f102r2,14,+Lc,+,c,"f102r2.14,+Lc",,oshea??l,True,S,1,P,A
f102r2,15,+Lc,+,c,"f102r2.15,+Lc",,so???dch,True,S,1,P,A
f102r2,21,@Lf,@,f,"f102r2.21,@Lf",,koldarod,False,S,1,P,A
f102r2,22,@Lf,@,f,"f102r2.22,@Lf",,odalydary,False,S,1,P,A
f102v2,1,@Lc,@,c,"f102v2.1,@Lc",,porshols,False,S,1,P,A
f102v2,2,+Lc,+,c,"f102v2.2,+Lc",,soaimy,False,S,1,P,A
f102v2,3,@Lf,@,f,"f102v2.3,@Lf",,oror,False,S,1,P,A
f102v2,4,@Lf,@,f,"f102v2.4,@Lf",,chor,False,S,1,P,A
f102v2,5,@Lf,@,f,"f102v2.5,@Lf",,sachy,False,S,1,P,A
f102v2,6,@Lf,@,f,"f102v2.6,@Lf",,okeos,True,S,1,P,A
f102v2,7,@Lf,@,f,"f102v2.7,@Lf",,okol,False,S,1,P,A
f102v2,8,@Lf,@,f,"f102v2.8,@Lf",,otory,False,S,1,P,A
f102v2,9,@Lf,@,f,"f102v2.9,@Lf",,ok?,True,S,1,P,A
f102v2,10,@Lf,@,f,"f102v2.10,@Lf",,okody,False,S,1,P,A
f102v2,11,@Lf,@,f,"f102v2.11,@Lf",,cheor,False,S,1,P,A
f102v2,12,@Lf,@,f,"f102v2.12,@Lf",,okoroeey,False,S,1,P,A
f102v2,13,@Lf,@,f,"f102v2.13,@Lf",,opchy,False,S,1,P,A
f102v2,14,@Lf,@,f,"f102v2.14,@Lf",,sarol,False,S,1,P,A
f102v2,15,@Lf,@,f,"f102v2.15,@Lf",,olrodar,False,S,1,P,A
f102v2,16,@Lf,@,f,"f102v2.16,@Lf",,tod?,True,S,1,P,A
f102v2,24,@Lc,@,c,"f102v2.24,@Lc",,okolky,False,S,1,P,A
f102v2,25,@Lf,@,f,"f102v2.25,@Lf",,osain,False,S,1,P,A
f102v2,26,@Lf,@,f,"f102v2.26,@Lf",,aiky,False,S,1,P,A
f102v2,27,@Lf,@,f,"f102v2.27,@Lf",,okeeoraiin,False,S,1,P,A
f102v2,28,@Lf,@,f,"f102v2.28,@Lf",,okockhy,False,S,1,P,A
f102v2,29,@Lf,@,f,"f102v2.29,@Lf",,os,False,S,1,P,A
f102v1,1,@Lc,@,c,"f102v1.1,@Lc",,keoraiiin,False,S,1,P,A
f102v1,2,@Lf,@,f,"f102v1.2,@Lf",,okeody,False,S,1,P,A
f102v1,3,@Lf,@,f,"f102v1.3,@Lf",,okeody,False,S,1,P,A
f102v1,4,@Lf,@,f,"f102v1.4,@Lf",,daiisaly,False,S,1,P,A
f102v1,5,@Lf,@,f,"f102v1.5,@Lf",,ypary,False,S,1,P,A
f102v1,6,@Lf,@,f,"f102v1.6,@Lf",,opchyt{cy},False,S,1,P,A
f102v1,15,@Lc,@,c,"f102v1.15,@Lc",,d?indy,True,S,1,P,A
f102v1,16,@Lf,@,f,"f102v1.16,@Lf",,ypcholdy,False,S,1,P,A
f102v1,17,@Lf,@,f,"f102v1.17,@Lf",,loralody,False,S,1,P,A
f102v1,18,@Lf,@,f,"f102v1.18,@Lf",,opchdard,False,S,1,P,A
f116v,1,@Lx,@,x,"f116v.1,@Lx",,oror sheey,False,T,3,T,
